Path,Gender,Age,Ethnicity,Facial Emotion,Identity
datasets_with_standard_labels\RAF-DB\train\images\00007563,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007564,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007565,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007566,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007567,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007568,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007569,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007570,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007571,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007572,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007573,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007574,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007575,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007576,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007577,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007578,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007579,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007580,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007581,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007582,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007583,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007584,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007585,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007586,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007587,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007588,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007589,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007590,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007591,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007592,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007593,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007594,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007595,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007596,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007597,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007598,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007599,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007600,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007601,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007602,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007603,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007604,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007605,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007606,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007607,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007608,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007609,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007610,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007611,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007612,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007613,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007614,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007615,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007616,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007617,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007618,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007619,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007620,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007621,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007622,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007623,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007624,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007625,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007626,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007627,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007628,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007629,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007630,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007631,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007632,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007633,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007634,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007635,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007636,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007637,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007638,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007639,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007640,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007641,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007642,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007643,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007644,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007645,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007646,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007647,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007648,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007649,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007650,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007651,1,-100.0,-100.0,1,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007652,0,-100.0,-100.0,1,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007653,0,-100.0,-100.0,1,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007654,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007655,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007656,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007657,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007658,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007659,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007660,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007661,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007662,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007663,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007664,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007665,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007666,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007667,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007668,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007669,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007670,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007671,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007672,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007673,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007674,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007675,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007676,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007677,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007678,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007679,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007680,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007681,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007682,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007683,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007684,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007685,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007686,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007687,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007688,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007689,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007690,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007691,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007692,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007693,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007694,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007695,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007696,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007697,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007698,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007699,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007700,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007701,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007702,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007703,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007704,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007705,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007706,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007707,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007708,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007709,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007710,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007711,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007712,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007713,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007714,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007715,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007716,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007717,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007718,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007719,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007720,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007721,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007722,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007723,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007724,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007725,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007726,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007727,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007728,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007729,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007730,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007731,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007732,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007733,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007734,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007735,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007736,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007737,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007738,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007739,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007740,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007741,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007742,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007743,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007744,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007745,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007746,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007747,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007748,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007749,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007750,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007751,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007752,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007753,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007754,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007755,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007756,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007757,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007758,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007759,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007760,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007761,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007762,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007763,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007764,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007765,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007766,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007767,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007768,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007769,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007770,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007771,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007772,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007773,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007774,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007775,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007776,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007777,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007778,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007779,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007780,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007781,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007782,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007783,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007784,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007785,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007786,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007787,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007788,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007789,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007790,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007791,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007792,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007793,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007794,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007795,0,-100.0,-100.0,3,-100.0
